Time [s],Voltage [V]
0.000000000000000000e+00,1.950719723551402017e-04
9.761933330446481705e-02,2.101740812240479248e-04
1.976330000907182693e-01,2.246423433794827746e-04
2.976190000772476196e-01,2.387220305269736583e-04
3.971739999251440167e-01,2.524624784011082887e-04
4.973193333717063069e-01,2.661030421985644771e-04
5.975703332806006074e-01,2.795863143093067337e-04
6.976613333681598306e-01,2.928940829649349757e-04
7.974463333375751972e-01,3.060059419713401577e-04
8.974483333295211196e-01,3.190103418762794529e-04
9.976496666204184294e-01,3.319290286254472947e-04
1.097421000013127923e+00,3.446692205149058446e-04
1.197595000034198165e+00,3.573372945915524301e-04
1.297433333355002105e+00,3.698575549142636481e-04
1.397665000054985285e+00,3.823351474526946172e-04
1.497490333393216133e+00,3.946555525245102431e-04
1.597664666711352766e+00,4.069120849713780746e-04
1.697333000018261373e+00,4.190176338149663752e-04
1.797387333353981376e+00,4.310939616164326553e-04
1.897271000081673265e+00,4.430591277206634600e-04
1.997536333277821541e+00,4.549790094220910325e-04
2.097536000073887408e+00,4.667881462850015720e-04
2.197392000001855195e+00,4.785102327471659660e-04
2.297488666721619666e+00,4.901805823468377435e-04
2.397320333402603865e+00,5.017402681433771622e-04
2.497311333427205682e+00,5.132437268000924731e-04
2.597493666689842939e+00,5.247004780441572253e-04
2.697273000027053058e+00,5.360406691113203843e-04
2.797348000109195709e+00,5.473455137292999569e-04
2.897526666638441384e+00,5.585947330291250691e-04
2.997326666722074151e+00,5.697362790141372556e-04
3.097628333372995257e+00,5.808699626563421439e-04
3.197333666612394154e+00,5.918757223904303052e-04
3.297424333286471665e+00,6.028638482402303659e-04
3.397448333329521120e+00,6.137861662207622603e-04
3.497759666759520769e+00,6.246828835929119387e-04
3.597636666730977595e+00,6.354774667293564038e-04
3.697396000032313168e+00,6.462034708929413184e-04
3.797276333323679864e+00,6.568863514244746701e-04
3.897577999974600971e+00,6.675616213827803005e-04
3.997282333322800696e+00,6.781223995137931112e-04
4.097389333299361169e+00,6.886761599099107704e-04
4.197557999985292554e+00,6.991880143305998592e-04
4.297449333244003356e+00,7.096239467307788882e-04
4.397596666705794632e+00,7.200410975814757093e-04
4.497365666669793427e+00,7.303698707737118438e-04
4.597509999992325902e+00,7.406866421000603534e-04
4.697319333325140178e+00,7.509235291395306060e-04
4.797545333392918110e+00,7.611585310662400891e-04
4.897519999998621643e+00,7.713242803048132043e-04
4.997221333323977888e+00,7.814198355153178415e-04
5.097281666705384851e+00,7.915101271304740517e-04
5.197484666714444757e+00,8.015739871633732663e-04
5.297505333321169019e+00,8.115768965680512969e-04
5.397421000059694052e+00,8.215260641053023869e-04
5.497648000018671155e+00,8.314659538297831508e-04
5.597512333421036601e+00,8.413304628785148653e-04
5.697370999958366156e+00,8.511557811141692549e-04
5.797479666653089225e+00,8.609676324820190411e-04
5.897411333397030830e+00,8.707248335721220469e-04
5.997608333360403776e+00,8.804712361017404468e-04
6.097270666738040745e+00,8.901265557147498061e-04
6.197725000092759728e+00,8.998179765662069366e-04
6.297365333302877843e+00,9.093937762872359755e-04
6.397686999989673495e+00,9.189981607415602253e-04
6.497362333349883556e+00,9.285044262192890556e-04
6.597550000064074993e+00,9.380235741501109867e-04
6.697467333404347301e+00,9.474815329286745153e-04
6.797375333379022777e+00,9.569035793358584164e-04
6.897798000019975007e+00,9.663400310233063138e-04
6.997867333353497088e+00,9.757100716703474667e-04
7.097351999953389168e+00,9.849923871114857343e-04
7.197493999963626266e+00,9.943033097831212308e-04
7.297546333400532603e+00,1.003573593216169121e-03
7.397448000032454729e+00,1.012798187120444223e-03
7.497442000079900026e+00,1.022000042535247365e-03
7.597507333382964134e+00,1.031177636319177780e-03
7.697264666669070721e+00,1.040296770659350153e-03
7.797240666695870459e+00,1.049406115102455251e-03
7.897609333274886012e+00,1.058521738664927603e-03
7.997358333435840905e+00,1.067552284758959509e-03
8.097406000015325844e+00,1.076581517314377165e-03
8.197503666626289487e+00,1.085587332475006130e-03
8.297561666695401073e+00,1.094562145345446278e-03
8.397638333379290998e+00,1.103511683663041705e-03
8.497351333266124129e+00,1.112396894379183866e-03
8.597266000113449991e+00,1.121267165068007450e-03
8.697429666644893587e+00,1.130131641611164519e-03
8.797709333361126482e+00,1.138978727632249284e-03
8.897694333340041339e+00,1.147772591775660187e-03
8.997714666649699211e+00,1.156542689095177174e-03
9.097612666664645076e+00,1.165275554043411965e-03
9.197495333384722471e+00,1.173980918827333695e-03
9.297571000060997903e+00,1.182677195779228800e-03
9.397788333357311785e+00,1.191360120165641575e-03
9.497652333346195519e+00,1.199987210488490368e-03
9.597374333417974412e+00,1.208577233836907478e-03
9.697648666682653129e+00,1.217190171953069777e-03
9.797640666714869440e+00,1.225754557670242356e-03
9.897452000062912703e+00,1.234279591236539346e-03
9.997696333331987262e+00,1.242817921782912814e-03
1.009787399997003376e+01,1.251323669952036054e-03
1.019761466665659100e+01,1.259765166602856441e-03
