Time [s],Voltage [V]
0.000000000000000000e+00,3.329069893863488908e-04
9.811433334834873676e-02,3.438370499636332145e-04
1.978190001100301743e-01,3.541119796045906400e-04
2.977163335308432579e-01,3.640840407979562465e-04
3.979763332754373550e-01,3.738187709960292182e-04
4.978443335276097059e-01,3.833326290299761191e-04
5.979206666816025972e-01,3.926794858340556561e-04
6.978163335006684065e-01,4.018060981639687019e-04
7.977190001402050257e-01,4.107353173178352737e-04
8.977289998438209295e-01,4.195114884704350148e-04
9.978296668268740177e-01,4.281243767300010319e-04
1.097792333457618952e+00,4.365529433775990108e-04
1.197768666781485081e+00,4.448102982222098579e-04
1.297663333360105753e+00,4.529382031388004375e-04
1.398044000146910548e+00,4.609575594190554702e-04
1.498044000007212162e+00,4.687955213698160673e-04
1.597970000002533197e+00,4.764771542378351760e-04
1.697703666752204299e+00,4.840437303692369598e-04
1.798038333188742399e+00,4.915313794075087950e-04
1.898050999967381358e+00,4.988664891515661934e-04
1.998067333362996578e+00,5.060735577882064700e-04
2.097962666535750031e+00,5.131809954974355867e-04
2.197694999864324927e+00,5.201699538478627956e-04
2.298118000151589513e+00,5.270955949855293723e-04
2.397687666816636920e+00,5.338517083705824695e-04
2.497849000152200460e+00,5.405545006396823273e-04
2.597720000194385648e+00,5.471425569143573229e-04
2.697831333382055163e+00,5.536518243960425901e-04
2.798054000129923224e+00,5.600762529875002614e-04
2.897915333276614547e+00,5.663897416498956186e-04
2.997772000031545758e+00,5.726180562599595802e-04
3.098086999962106347e+00,5.787923703851171730e-04
3.197656666627153754e+00,5.848419282097805285e-04
3.298049333505332470e+00,5.908649308668648993e-04
3.398075333330780268e+00,5.967924820945983604e-04
3.498004999943077564e+00,6.026441044474954104e-04
3.597958666738122702e+00,6.084299088506678593e-04
3.697943333303555846e+00,6.141441256902887506e-04
3.797913333401083946e+00,6.197900408314522061e-04
3.897810666589066386e+00,6.253685996711011398e-04
3.997800666606053710e+00,6.308914132556651087e-04
4.097920000087469816e+00,6.363627081039891983e-04
4.197922999970614910e+00,6.417714501421651523e-04
4.297983333235606551e+00,6.471294857487126058e-04
4.398026000009849668e+00,6.524351699974488810e-04
4.498003333341330290e+00,6.576757905561982304e-04
4.597998666577041149e+00,6.628619020699519880e-04
4.697913333307951689e+00,6.679932561259650271e-04
4.797985666664317250e+00,6.730837747177679034e-04
4.898170666769146919e+00,6.781327161032060487e-04
4.997822333360090852e+00,6.831095531036741842e-04
5.097946333233267069e+00,6.880662918737201613e-04
5.197795333340764046e+00,6.929675400464084794e-04
5.297823000000789762e+00,6.978270884818648864e-04
