Time [s],Voltage [V]
0.000000000000000000e+00,3.659645107166800172e-03
9.763900004327297211e-02,3.668454278467651528e-03
1.976623333757743239e-01,3.676048327984956805e-03
2.978233332978561521e-01,3.683398169312679382e-03
3.977619999786838889e-01,3.690536236578940369e-03
4.979766666656360030e-01,3.697564493947684810e-03
5.977100000018253922e-01,3.704428858139634500e-03
6.975460000103339553e-01,3.711158832501050726e-03
7.977620000019669533e-01,3.717775941986732093e-03
8.974829999497160316e-01,3.724252794767993115e-03
9.981560000451281667e-01,3.730673555012857610e-03
1.097771666594780982e+00,3.736909828314013797e-03
1.198048999998718500e+00,3.743069927527834830e-03
1.297947000013664365e+00,3.749127903036480330e-03
1.397952333325520158e+00,3.755091390241696928e-03
1.497806999948807061e+00,3.760944524915297432e-03
1.598113999934867024e+00,3.766722192895958880e-03
1.697916666744276881e+00,3.772408064210976911e-03
1.797871666611172259e+00,3.778017496791263776e-03
1.898111333255656064e+00,3.783556849746237336e-03
1.997551999986171722e+00,3.788966899354884784e-03
2.097614999976940453e+00,3.794352972675076735e-03
2.197435666574165225e+00,3.799652273405714018e-03
2.297479333356022835e+00,3.804889052356482965e-03
2.397914999979548156e+00,3.810071468975524591e-03
2.498080000048503280e+00,3.815178479135288535e-03
2.597927333321422338e+00,3.820204174050712866e-03
2.698142999899573624e+00,3.825184686924854808e-03
2.797940666670911014e+00,3.830082788711063752e-03
2.898109333356842399e+00,3.834939566414788219e-03
2.998204999952577055e+00,3.839734880236872136e-03
3.097751999972388148e+00,3.844448338336053927e-03
3.197983333258889616e+00,3.849140085982841099e-03
3.297379666590131819e+00,3.853740982473331019e-03
3.397368999896571040e+00,3.858319184600638840e-03
3.497846666607074440e+00,3.862870973123435584e-03
3.597729000030085444e+00,3.867349213650457963e-03
3.697675666655413806e+00,3.871778871179388810e-03
3.797710999962873757e+00,3.876166810802472804e-03
3.897682666662149131e+00,3.880507943644790833e-03
3.997731333365663886e+00,3.884809887511030298e-03
4.097971000010147691e+00,3.889078897530794283e-03
4.197726999991573393e+00,3.893287934621494396e-03
4.297440666588954628e+00,3.897457438594493628e-03
4.397876666625961661e+00,3.901620521245116689e-03
4.497633666731417179e+00,3.905710931253672871e-03
4.597714999923482537e+00,3.909777657580926907e-03
4.697766666649840772e+00,3.913807395471557461e-03
4.798010333324782550e+00,3.917810122812869986e-03
4.897571000037714839e+00,3.921752280238684392e-03
4.997437333338893950e+00,3.925674329020655863e-03
5.097818000009283423e+00,3.929585202692383039e-03
5.197832333389669657e+00,3.933451655332395255e-03
5.297987333382479846e+00,3.937286459063543166e-03
5.398151000030338764e+00,3.941090710491700587e-03
5.497794333379715681e+00,3.944845445703911921e-03
5.597711666603572667e+00,3.948581514404891565e-03
5.698129333322867751e+00,3.952307857224648426e-03
5.798027666751295328e+00,3.955987455763556454e-03
5.897475999896414578e+00,3.959624065665162673e-03
5.997535666683688760e+00,3.963257240831925994e-03
6.097457999945618212e+00,3.966856206596662028e-03
6.197671999922022223e+00,3.970439824791221518e-03
6.297765666618943214e+00,3.973993991028773251e-03
6.397733666701242328e+00,3.977519251580393343e-03
6.498099999967962503e+00,3.981034631363788989e-03
6.597905999980866909e+00,3.984507252499225501e-03
6.698185666697099805e+00,3.987973767287863146e-03
6.798094999976456165e+00,3.991405607463188211e-03
6.898018000065349042e+00,3.994811945071841987e-03
6.997794333379715681e+00,3.998191049939948775e-03
7.097720333258621395e+00,4.001553436998742455e-03
7.197479666676372290e+00,4.004888918273314009e-03
7.297401666641235352e+00,4.008208958016418882e-03
7.398027000017464161e+00,4.011531706284324900e-03
7.498481000075116754e+00,4.014828576109464621e-03
7.597999666701070964e+00,4.018075278210448895e-03
7.697871333337388933e+00,4.021314465175973053e-03
7.798132000025361776e+00,4.024547546370585774e-03
7.897539000026881695e+00,4.027735028863606986e-03
7.997765666688792408e+00,4.030931030654918458e-03
8.097970666713081300e+00,4.034108966069238286e-03
8.197512999991886318e+00,4.037249134420513481e-03
8.297673333319835365e+00,4.040392400194501958e-03
8.397859666729345918e+00,4.043520481478384172e-03
8.498099333373829722e+00,4.046631530585717909e-03
8.597566666663624346e+00,4.049703023750538845e-03
8.697652333299629390e+00,4.052778366745278180e-03
8.797941999975591898e+00,4.055845050621524964e-03
8.897845000028610229e+00,4.058885463711386053e-03
8.997500333352945745e+00,4.061904379943830599e-03
9.097400999977253377e+00,4.064917141267414789e-03
9.198019999894313514e+00,4.067938227677852375e-03
9.298196333344094455e+00,4.070933137423610355e-03
9.397408666671253741e+00,4.073886959178463739e-03
9.497742666630074382e+00,4.076862168452989946e-03
9.597701999940909445e+00,4.079814668750493534e-03
9.697426666622050107e+00,4.082749108189709028e-03
9.797870666603557765e+00,4.085693888423098594e-03
9.897402333328500390e+00,4.088601610398207541e-03
9.997590999933890998e+00,4.091518569572101874e-03
1.009737033338751644e+01,4.094401112983735332e-03
1.019794400001410395e+01,4.097294924701189341e-03
1.029780333326198161e+01,4.100156927740247238e-03
1.039789100002963096e+01,4.103014490635915890e-03
1.049782733339816332e+01,4.105857029367472946e-03
1.059807399997953326e+01,4.108697919550249010e-03
1.069807166664395481e+01,4.111521569731101632e-03
1.079778966656886041e+01,4.114327462058016936e-03
1.089798533334396780e+01,4.117137146132311860e-03
1.099779066664632410e+01,4.119926536746341267e-03
1.109777566674165428e+01,4.122711862320724632e-03
1.119790299993474036e+01,4.125492307940520006e-03
1.129762633331120014e+01,4.128253004592981508e-03
1.139827533334027976e+01,4.131030966392949984e-03
1.149750866671092808e+01,4.133761898300902966e-03
1.159775866661220789e+01,4.136513055623447337e-03
1.169774166669230908e+01,4.139239698037388594e-03
1.179752333334181458e+01,4.141951878928941400e-03
1.189786333322990686e+01,4.144670381219749816e-03
1.199787700001616031e+01,4.147371371072600121e-03
1.209757466660812497e+01,4.150055374897956145e-03
1.219777199998497963e+01,4.152744493086194151e-03
1.229785899992566556e+01,4.155422470730012890e-03
1.239825533330440521e+01,4.158100678321469817e-03
1.249745266663376242e+01,4.160739148454633239e-03
1.259775933332275599e+01,4.163399453867290892e-03
1.269772166665643454e+01,4.166043117528512446e-03
1.279818333324510604e+01,4.168692600242576880e-03
1.289800099993590266e+01,4.171317929461621291e-03
1.299802233325317502e+01,4.173941612024250312e-03
1.309752833331003785e+01,4.176544983473045106e-03
1.319730466662440449e+01,4.179148787584750606e-03
