Time [s],Voltage [V]
0.000000000000000000e+00,3.411780967642599402e-03
9.764599998015910387e-02,3.422200151940169022e-03
1.975533332442864776e-01,3.430088812009254948e-03
2.973856666358187795e-01,3.437681674662284095e-03
3.976283333031460643e-01,3.444998546774333606e-03
4.974036666098982096e-01,3.452207283258521345e-03
5.976783332880586386e-01,3.459256112439682094e-03
6.976033332757651806e-01,3.466169243500401981e-03
7.975226666312664747e-01,3.472960191340804074e-03
8.976786666316911578e-01,3.479693795973748133e-03
9.977929999586194754e-01,3.486316009028038020e-03
1.097581666545011103e+00,3.492829434865260367e-03
1.197248666547238827e+00,3.499247057175892527e-03
1.297763999900780618e+00,3.505616037765100536e-03
1.397371666622348130e+00,3.511833566876026384e-03
1.497606333228759468e+00,3.517995835947459148e-03
1.597310333279892802e+00,3.524044331393196353e-03
1.697273666621185839e+00,3.530038361047559137e-03
1.797265333356335759e+00,3.535953092847641567e-03
1.897387666627764702e+00,3.541794386742061138e-03
1.997418666607700288e+00,3.547549243087050590e-03
2.097242999938316643e+00,3.553211388810611441e-03
2.197449333267286420e+00,3.558814000600010914e-03
2.297358999843709171e+00,3.564338952484894137e-03
2.397392666665837169e+00,3.569854332415824377e-03
2.497389333322644234e+00,3.575305957777457581e-03
2.597241666633635759e+00,3.580688144750089792e-03
2.697210666607134044e+00,3.586014987209167493e-03
2.797224666574038565e+00,3.591282516842501417e-03
2.897587333340197802e+00,3.596506362348511621e-03
2.997517666663043201e+00,3.601608696428192959e-03
3.097247999976389110e+00,3.606618533799928542e-03
3.197292999946512282e+00,3.611569695267325721e-03
3.297542666550725698e+00,3.616456156340628475e-03
3.397509666625410318e+00,3.621254250260015368e-03
3.497631666599772871e+00,3.625985126495995074e-03
3.597583666676655412e+00,3.630667014071759999e-03
3.697432666667737067e+00,3.635361411323141494e-03
3.797385999932885170e+00,3.640017143545416604e-03
3.897380666574463248e+00,3.644631180987366326e-03
3.997528333216905594e+00,3.649208549030736812e-03
4.097301000030711293e+00,3.653725260075359280e-03
4.197124999947845936e+00,3.658200825884611908e-03
4.297149333287961781e+00,3.662661021552485706e-03
4.397579999989829957e+00,3.667105036990295740e-03
4.497397999861277640e+00,3.671484629158863928e-03
4.597509999875910580e+00,3.675839757448976560e-03
4.697306999936699867e+00,3.680143940547006901e-03
4.797474666615016758e+00,3.684426719647120735e-03
4.897451666649430990e+00,3.688665450327929720e-03
4.997400666703470051e+00,3.692869089200186833e-03
5.097714999923482537e+00,3.697051781845945868e-03
5.197500999900512397e+00,3.701176354474698758e-03
5.297160999965853989e+00,3.705259791733907411e-03
5.397554000024683774e+00,3.709336961044478950e-03
5.497488999972119927e+00,3.713359344293220080e-03
5.597555666579864919e+00,3.717361616216581857e-03
5.697265999857336283e+00,3.721320067539955149e-03
5.797350666602142155e+00,3.725263247751352345e-03
5.897564666578546166e+00,3.729181998461374159e-03
5.997210999950766563e+00,3.733049973818910496e-03
6.097526333294808865e+00,3.736915855756199351e-03
6.197259999928064644e+00,3.740732127169903165e-03
6.297425333177670836e+00,3.744538344896597339e-03
6.397360666655004025e+00,3.748310004596345363e-03
6.497491999878548086e+00,3.752063918135544081e-03
6.597605333197861910e+00,3.755792717051184039e-03
6.697597666643559933e+00,3.759493336095904616e-03
6.797455333289690316e+00,3.763166077850355583e-03
6.897576666553504765e+00,3.766827449606690789e-03
6.997319333255290985e+00,3.770453943749533816e-03
7.097263999865390360e+00,3.774067384555242557e-03
7.197503333329223096e+00,3.777671718848498762e-03
7.297768999938853085e+00,3.781257954565055146e-03
7.397670666687190533e+00,3.784812973994326410e-03
7.497308999998494983e+00,3.788341272088715031e-03
7.597435000003315508e+00,3.791870129576593949e-03
7.697655666619539261e+00,3.795386298928243255e-03
7.797288333298638463e+00,3.798866690514565367e-03
7.897436999948695302e+00,3.802350632710235680e-03
7.997702333261258900e+00,3.805824846404962797e-03
8.097361333318985999e+00,3.809265124138037136e-03
8.197253999998793006e+00,3.812678346734965293e-03
8.297442000010050833e+00,3.816084001103215578e-03
8.397677333210594952e+00,3.819474744271581651e-03
8.497568666702136397e+00,3.822837775570567774e-03
