Time [s],Voltage [V]
0.000000000000000000e+00,1.553522144871071625e-03
9.756099991500377655e-02,1.563393313552954378e-03
1.976893333485350013e-01,1.572023715893279203e-03
2.977126666810363531e-01,1.580385612070272843e-03
3.975109999300912023e-01,1.588530922407426372e-03
4.979589999420568347e-01,1.596597367562086617e-03
5.977633332367986441e-01,1.604479651623699028e-03
6.976866666227579117e-01,1.612318395464668996e-03
7.974646665388718247e-01,1.620068933536346865e-03
8.976719998754560947e-01,1.627622986823038659e-03
9.977183332666754723e-01,1.634981498835700372e-03
1.097819333313964307e+00,1.642162417449702805e-03
1.197553333244286478e+00,1.649136342711148787e-03
1.297779333195649087e+00,1.656193341611761696e-03
1.397875999915413558e+00,1.663155463703985294e-03
1.497720666578970850e+00,1.670012306518327229e-03
1.597617666586302221e+00,1.676785033343148202e-03
1.697541333269327879e+00,1.683473224870606078e-03
1.797691666521131992e+00,1.690089096307190609e-03
1.897500999970361590e+00,1.696595288227486327e-03
1.997871999861672521e+00,1.703050352615226304e-03
2.097844333271495998e+00,1.709421097430594873e-03
2.197975333197973669e+00,1.715726068802822264e-03
2.297584666521288455e+00,1.721922799412212504e-03
2.397676666616462171e+00,1.728073815197361546e-03
2.497725000022910535e+00,1.734159968045488262e-03
2.597811666550114751e+00,1.740181698331075624e-03
2.697609999915584922e+00,1.746121425070175240e-03
2.797691666637547314e+00,1.752015005558232690e-03
2.897645666613243520e+00,1.757839916596948271e-03
2.997787666623480618e+00,1.763616331324849469e-03
3.097843666677363217e+00,1.769330185934429476e-03
3.197778666508384049e+00,1.774981485307206225e-03
3.297818333259783685e+00,1.780584464351670382e-03
3.397632999927736819e+00,1.786122803334378849e-03
3.497890333295799792e+00,1.791635193168131636e-03
3.597650666604749858e+00,1.797071813576457417e-03
3.697730666608549654e+00,1.802479109114564666e-03
3.797820666572079062e+00,1.807841929243233278e-03
3.897896333248354495e+00,1.813160786491655298e-03
3.997937666601501405e+00,1.818436298790099964e-03
4.097745999926701188e+00,1.823649704076765743e-03
4.197816333267837763e+00,1.828835361299533053e-03
4.297946999897249043e+00,1.833984018004569932e-03
4.397808666573837399e+00,1.839080258711600201e-03
4.498328333254903555e+00,1.844172572477159903e-03
4.597546666627749801e+00,1.849163439050332571e-03
4.697526999865658581e+00,1.854158325489708384e-03
4.797863666666671634e+00,1.859137560488047106e-03
4.897647999925538898e+00,1.864047301667558958e-03
4.997525333194062114e+00,1.868927681503543313e-03
5.097588333301246166e+00,1.873784062732481185e-03
5.197552666533738375e+00,1.878603579468242444e-03
5.297575999866239727e+00,1.883394830038106430e-03
5.397802333231084049e+00,1.888165571438065078e-03
5.497851333231665194e+00,1.892898668513989021e-03
5.597644666559062898e+00,1.897591399324665036e-03
5.697442666627466679e+00,1.902250489477943932e-03
5.797448666649870574e+00,1.906890651768985631e-03
5.897553666611202061e+00,1.911507403988586514e-03
