Time [s],Voltage [V]
0.000000000000000000e+00,1.687588583744848532e-03
9.758399997372180223e-02,1.695802184906467901e-03
1.977663333527743816e-01,1.703342184117530300e-03
2.973889999557286501e-01,1.710596981619667920e-03
3.977203333051875234e-01,1.717706543347031047e-03
4.981206665979698300e-01,1.724689210139045874e-03
5.973206666531041265e-01,1.731458223762020803e-03
6.977206666488200426e-01,1.738165715198817336e-03
7.975709999445825815e-01,1.744697267370137229e-03
8.977286666631698608e-01,1.751140193376437464e-03
9.974116666708141565e-01,1.757435216688752128e-03
1.097872666665352881e+00,1.763660526203490297e-03
1.197529333294369280e+00,1.769718115460554731e-03
1.297666666680015624e+00,1.775725691971748914e-03
1.397796333301812410e+00,1.781630719766784778e-03
1.497447666712105274e+00,1.787405686758644034e-03
1.597502333344891667e+00,1.793101802087966861e-03
1.697976000024937093e+00,1.798758221059983380e-03
1.798031333368271589e+00,1.804304889868063849e-03
1.897690000012516975e+00,1.809743647521992347e-03
1.998117666691541672e+00,1.815137626516833726e-03
2.097852333332411945e+00,1.820436752270947287e-03
2.198241333244368434e+00,1.825695578809014182e-03
2.297961333300918341e+00,1.830844707857910182e-03
2.397911999956704676e+00,1.835931086525107673e-03
2.497979000094346702e+00,1.840962186723037013e-03
2.597633666591718793e+00,1.845907230932926357e-03
2.697693333378992975e+00,1.850808582734165403e-03
2.798193333321250975e+00,1.855669011513911247e-03
2.898115333286114037e+00,1.860441773547406473e-03
2.997605666751042008e+00,1.865136400845120428e-03
3.097862333292141557e+00,1.869811037115404802e-03
3.197511666687205434e+00,1.874403392342742026e-03
3.297310666646808386e+00,1.878950617969700910e-03
3.397575999959371984e+00,1.883468568182166368e-03
3.497885999968275428e+00,1.887939774255424901e-03
3.598135333275422454e+00,1.892361425834838268e-03
3.697788333403877914e+00,1.896705254897529131e-03
3.797307000029832125e+00,1.900998089609604773e-03
3.897260333294980228e+00,1.905265800249396433e-03
3.998133666580542922e+00,1.909529775197133135e-03
4.097975333337672055e+00,1.913709133898457843e-03
4.197360999998636544e+00,1.917830412125188719e-03
4.297436666558496654e+00,1.921942526936445701e-03
4.397837333381175995e+00,1.926031361719586065e-03
4.497861333424225450e+00,1.930060051472662439e-03
4.597756000002846122e+00,1.934046820488900809e-03
4.697726666694507003e+00,1.938001038229680232e-03
4.797668333398178220e+00,1.941919671324252115e-03
4.898103666724637151e+00,1.945824127844480523e-03
4.998060666723176837e+00,1.949677763118210254e-03
5.097506333258934319e+00,1.953480918704335757e-03
5.197874666657298803e+00,1.957289272800771199e-03
5.297509666648693383e+00,1.961032912529843061e-03
5.397833333350718021e+00,1.964771785237130232e-03
5.497314666630700231e+00,1.968449715630496855e-03
5.597718000062741339e+00,1.972132719283595497e-03
5.697951666661538184e+00,1.975781248448010233e-03
5.797689666622318327e+00,1.979384534605457824e-03
5.897853333386592567e+00,1.982976711651574051e-03
5.997904333285987377e+00,1.986539082505519183e-03
6.097792000044137239e+00,1.990066532629434452e-03
6.197886999929323792e+00,1.993575730694829764e-03
6.297843333333730698e+00,1.997055166376526456e-03
6.397806999972090125e+00,2.000510616988402691e-03
6.497888999991118908e+00,2.003946520957233454e-03
6.597870666650123894e+00,2.007356011553390260e-03
6.698063333402387798e+00,2.010750316340065205e-03
6.798037000000476837e+00,2.014115391537817275e-03
6.898152666748501360e+00,2.017459367525491036e-03
6.997564333258196712e+00,2.020757899146251139e-03
7.097517666756175458e+00,2.024052824104793230e-03
7.197619333281181753e+00,2.027331406801447834e-03
7.297619333374314010e+00,2.030585899087062295e-03
7.397918333299458027e+00,2.033829736259082799e-03
7.497806000057607889e+00,2.037040433872863363e-03
7.597828999976627529e+00,2.040236100381301321e-03
7.698100666631944478e+00,2.043420701667688581e-03
7.797861333354376256e+00,2.046570638993374866e-03
7.898202666663564742e+00,2.049720819183664580e-03
7.997980333282612264e+00,2.052835765286200979e-03
8.097743000020273030e+00,2.055933210674773005e-03
8.197885000030510128e+00,2.059025759684804131e-03
8.298075333354063332e+00,2.062103539861657574e-03
8.398128999979235232e+00,2.065161221526375622e-03
8.497325666714459658e+00,2.068174576880453010e-03
8.597559000016190112e+00,2.071203951991334048e-03
8.698168333270587027e+00,2.074229465645350320e-03
8.798207000014372170e+00,2.077223106647943518e-03
8.897670666687190533e+00,2.080185404288429143e-03
8.997656999970786273e+00,2.083149469375925565e-03
9.098165999981574714e+00,2.086115498034364548e-03
9.197688333340920508e+00,2.089039451348778664e-03
9.297541333246044815e+00,2.091960568450122390e-03
9.397394666681066155e+00,2.094869531056019543e-03
9.497797666699625552e+00,2.097782654208419067e-03
9.597747666644863784e+00,2.100671239959841195e-03
9.698117333347909153e+00,2.103560927554145449e-03
9.797815666650421917e+00,2.106420756977913852e-03
9.897610999993048608e+00,2.109273266635331486e-03
9.997696666745468974e+00,2.112123714292288984e-03
1.009753066662233323e+01,2.114944955514863958e-03
1.019784566666930914e+01,2.117768407927267393e-03
1.029784466663841158e+01,2.120571879857334040e-03
1.039774333336390555e+01,2.123361754593443111e-03
1.049739000003319234e+01,2.126134119677510100e-03
1.059745799994561821e+01,2.128907949405121989e-03
1.069746233336627483e+01,2.131670012798587283e-03
1.079780766658950597e+01,2.134431714749317893e-03
1.089785599999595433e+01,2.137175758943002466e-03
1.099753733340185136e+01,2.139900586685147214e-03
1.109794999996665865e+01,2.142636440549637415e-03
1.119755633326712996e+01,2.145341701963311958e-03
1.129781199991703033e+01,2.148056195412556546e-03
1.139735266659408808e+01,2.150743254926291113e-03
1.149738566670566797e+01,2.153435766558181499e-03
1.159752599999774247e+01,2.156123016609165239e-03
1.169751433341298252e+01,2.158789521303749667e-03
1.179772866668645293e+01,2.161453189529037242e-03
1.189741799992043525e+01,2.164094262152195004e-03
1.199747866659890860e+01,2.166736668886984699e-03
1.209767066664062440e+01,2.169374171402114679e-03
1.219816666666883975e+01,2.172011425467275294e-03
1.229736566659994423e+01,2.174606700504955192e-03
1.239756433328147978e+01,2.177220281412276838e-03
1.249748266674578190e+01,2.179818858963116380e-03
1.259753966669086367e+01,2.182413509873213763e-03
1.269749366666655988e+01,2.184998126441908654e-03
1.279743733338546008e+01,2.187575280431304243e-03
1.289779900002758950e+01,2.190156137026277872e-03
1.299771266663447022e+01,2.192718593184725482e-03
1.309793933329638094e+01,2.195282344016780997e-03
1.319782233331352472e+01,2.197830362764914905e-03
1.329787599993869662e+01,2.200370989557118642e-03
1.339806033333297819e+01,2.202907652199665844e-03
1.349770366656593978e+01,2.205423490770767533e-03
1.359785733337048441e+01,2.207945155623984405e-03
1.369812100008130074e+01,2.210462604497860032e-03
1.379804633336607367e+01,2.212964706967301097e-03
1.389807433332316577e+01,2.215462632342425024e-03
1.399728933325968683e+01,2.217933687059771113e-03
1.409758466668426991e+01,2.220425102362490709e-03
1.419770899997092783e+01,2.222905807693696060e-03
1.429785266669932753e+01,2.225380636442329287e-03
1.439748699998017401e+01,2.227836672304982918e-03
1.449753499997314066e+01,2.230296778943577276e-03
1.459800899995025247e+01,2.232761285624797459e-03
1.469786999991629273e+01,2.235204826501716643e-03
1.479804733337368816e+01,2.237650136721649509e-03
1.489859899994917214e+01,2.240097247753210230e-03
1.499776266666594893e+01,2.242504639789077384e-03
1.509799866657704115e+01,2.244932136048225467e-03
1.519797833333723247e+01,2.247347550632092239e-03
1.529803133325185627e+01,2.249758926776971712e-03
1.539760799997020513e+01,2.252153112720998562e-03
1.549762266664765775e+01,2.254552155174192885e-03
1.559795600001234561e+01,2.256953185715147598e-03
1.569757000007666647e+01,2.259331454821636356e-03
1.579806000005919486e+01,2.261725093456198529e-03
1.589749799994751811e+01,2.264088245334108535e-03
1.599773266667034477e+01,2.266464917623064491e-03
1.609769000008236617e+01,2.268829653514376279e-03
1.619807333336211741e+01,2.271199130044984551e-03
1.629809233325067908e+01,2.273554735330107247e-03
1.639762166666332632e+01,2.275893491050421866e-03
1.649800633336417377e+01,2.278245670671082395e-03
1.659745533321984112e+01,2.280570472955679388e-03
1.669779999996535480e+01,2.282910718736372475e-03
1.679766466666478664e+01,2.285234294367681409e-03
1.689745133335236460e+01,2.287550600190968279e-03
1.699745833326596767e+01,2.289866547845556457e-03
1.709757800004445016e+01,2.292179612041464042e-03
1.719799466663971543e+01,2.294494010159116824e-03
1.729821100004483014e+01,2.296798261341249925e-03
1.739782266668044031e+01,2.299083122229320358e-03
1.749801666662096977e+01,2.301375805713173298e-03
1.759758399997372180e+01,2.303648631925960064e-03
1.769767899997532368e+01,2.305927937482665866e-03
1.779779633332509547e+01,2.308202144790501720e-03
1.789788999990560114e+01,2.310470181649158621e-03
1.799786866665817797e+01,2.312730368332826299e-03
1.809778666670899838e+01,2.314987223407098497e-03
1.819816433335654438e+01,2.317249638102390763e-03
1.829766433336772025e+01,2.319487551564380391e-03
1.839772966667078435e+01,2.321733493585552942e-03
1.849806133331730962e+01,2.323980747885878891e-03
1.859738599997945130e+01,2.326200898690004848e-03
1.869753566663712263e+01,2.328434962475003662e-03
1.879773900005966425e+01,2.330665728424642646e-03
1.889801566663663834e+01,2.332893681944166880e-03
1.899785799998790026e+01,2.335107624061981239e-03
1.909756299993023276e+01,2.337314234753763795e-03
1.919778033334296197e+01,2.339527925688685960e-03
1.929782933322712779e+01,2.341733698330942907e-03
1.939774466666858643e+01,2.343932395132315716e-03
1.949776733340695500e+01,2.346129380921717095e-03
1.959738233336247504e+01,2.348313422223680808e-03
1.969785100000444800e+01,2.350512208268388560e-03
1.979780033323913813e+01,2.352695732760316967e-03
1.989795666665304452e+01,2.354879944534927962e-03
1.999746033328119665e+01,2.357046184304345451e-03
2.009786466672085226e+01,2.359228319074522118e-03
2.019809133326634765e+01,2.361402937831513262e-03
2.029759266669861972e+01,2.363558272098846037e-03
2.039720000000670552e+01,2.365712428128718525e-03
2.049753833329305053e+01,2.367878945397275565e-03
2.059772033337503672e+01,2.370038702622940825e-03
2.069769466668367386e+01,2.372190679839469591e-03
2.079783999989740551e+01,2.374343098801402503e-03
2.089789666666183621e+01,2.376490444171154917e-03
2.099805633339565247e+01,2.378636899142300490e-03
2.109789700002875179e+01,2.380773500917099557e-03
2.119784999999683350e+01,2.382908207129615097e-03
2.129738533333875239e+01,2.385021883796840155e-03
2.139757133333478123e+01,2.387145387748040946e-03
2.149769233341794461e+01,2.389263534930492674e-03
2.159801800001878291e+01,2.391382042107015847e-03
2.169748633331619203e+01,2.393478542190864353e-03
2.179785400000400841e+01,2.395590078056935007e-03
2.189794000005349517e+01,2.397691787584735681e-03
2.199801099998876452e+01,2.399789307826097774e-03
2.209773666667751968e+01,2.401875755624309581e-03
2.219809466670267284e+01,2.403971589022494814e-03
2.229767433332744986e+01,2.406047376438477312e-03
2.239772000000812113e+01,2.408129094345777023e-03
2.249775500001851469e+01,2.410206818474075648e-03
2.259792400000151247e+01,2.412283566550790098e-03
2.269768300000578165e+01,2.414348095502832393e-03
2.279785400000400841e+01,2.416417436590015573e-03
2.289752833335660398e+01,2.418472843010557698e-03
2.299755566671956331e+01,2.420531863755664287e-03
2.309797966666519642e+01,2.422595376454441014e-03
2.319777199998497963e+01,2.424642283697059190e-03
2.329806533339433372e+01,2.426695845507687715e-03
2.339811933331657201e+01,2.428740908937747096e-03
2.349813333339989185e+01,2.430781583292468493e-03
2.359736300003714859e+01,2.432802744949047295e-03
2.369809533329680562e+01,2.434850958525209413e-03
2.379747733334079385e+01,2.436868225032303575e-03
2.389764266670681536e+01,2.438897903663841873e-03
2.399770900001749396e+01,2.440922099590700153e-03
2.409800399991218001e+01,2.442947454312469589e-03
2.419734466669615358e+01,2.444950135609035707e-03
