Time [s],Voltage [V]
0.000000000000000000e+00,3.823732220986890071e-03
9.777333331294357777e-02,3.833663500740399407e-03
1.981383332749828696e-01,3.841319999751321816e-03
2.977056666277348995e-01,3.848636498115970243e-03
3.976506666513159871e-01,3.855786677521746541e-03
4.981150000821799040e-01,3.862844266803599005e-03
5.980963333277031779e-01,3.869736875748786779e-03
6.981786666437983513e-01,3.876494531888807164e-03
7.975459999870508909e-01,3.883067125405427825e-03
8.975876666372641921e-01,3.889576409189801024e-03
9.979586666449904442e-01,3.895989928874550069e-03
1.098247333313338459e+00,3.902280252544616020e-03
1.197546999901533127e+00,3.908392395380351839e-03
1.297893000068143010e+00,3.914489241954622299e-03
1.397803333238698542e+00,3.920459312161603260e-03
1.497400666587054729e+00,3.926309860778742777e-03
1.598054666654206812e+00,3.932120212212156588e-03
1.697923333267681301e+00,3.937821290902956441e-03
1.798204333288595080e+00,3.943461148706448732e-03
1.897696999949403107e+00,3.948971531065350454e-03
1.998332999995909631e+00,3.954458966156669530e-03
2.098287999979220331e+00,3.959850459985297250e-03
2.197598333354108036e+00,3.965134582422412748e-03
2.297668333398178220e+00,3.970385010949291707e-03
2.398195999907329679e+00,3.975584544183681512e-03
2.497903333278372884e+00,3.980680166870800493e-03
2.597638999926857650e+00,3.985712679579735129e-03
2.697744333301670849e+00,3.990700273693717666e-03
2.797916000010445714e+00,3.995629229646907934e-03
2.897808999987319112e+00,4.000485052816982363e-03
2.997724666725844145e+00,4.005284299375870029e-03
3.097785999998450279e+00,4.010034584460605775e-03
3.197872333345003426e+00,4.014731912280091429e-03
3.297520666616037488e+00,4.019356749802564625e-03
3.397397666587494314e+00,4.023942065100514359e-03
3.497850000043399632e+00,4.028505050686067256e-03
3.598321333294734359e+00,4.033021897484613018e-03
3.697500000009313226e+00,4.037429940738686100e-03
3.797831333358772099e+00,4.041843284306252844e-03
3.897840666701085865e+00,4.046198349111864399e-03
3.998236333369277418e+00,4.050527465090293482e-03
4.098121666698716581e+00,4.054793562727188744e-03
4.198119999957270920e+00,4.059025023885973020e-03
4.297806999995373189e+00,4.063205515035384421e-03
4.398240666603669524e+00,4.067380678881881914e-03
4.497519333264790475e+00,4.071464220152904052e-03
4.598193333367817104e+00,4.075567460341818909e-03
4.697555333259515464e+00,4.079581700098266345e-03
4.797784333350136876e+00,4.083596340494260492e-03
4.897729333373717964e+00,4.087566103961391521e-03
4.997895666630938649e+00,4.091512226413698827e-03
5.097382666659541428e+00,4.095400567276330853e-03
5.197742999996989965e+00,4.099292852219837274e-03
5.298164666630327702e+00,4.103150882917961685e-03
5.397502666688524187e+00,4.106936251168358948e-03
5.497621666640043259e+00,4.110721530787271247e-03
5.597641999949701130e+00,4.114473966075463118e-03
5.697484666714444757e+00,4.118191520589642787e-03
5.797510999953374267e+00,4.121888453776590723e-03
5.898005333379842341e+00,4.125575821431277414e-03
5.998270333278924227e+00,4.129228757122723435e-03
6.097932333359494805e+00,4.132830948265745104e-03
6.198001999990083277e+00,4.136421846957647613e-03
6.297998666646890342e+00,4.139985031241076238e-03
6.398290999932214618e+00,4.143534198449418289e-03
6.497408333350904286e+00,4.147018258271720562e-03
6.597933999961242080e+00,4.150528576817139742e-03
6.698137999977916479e+00,4.154005010009165916e-03
6.798066666582599282e+00,4.157450009780012772e-03
6.897857333300635219e+00,4.160864823761050921e-03
6.998106666607782245e+00,4.164272585339513083e-03
7.097759666736237705e+00,4.167638327886618449e-03
7.197329333284869790e+00,4.170980047280369203e-03
7.297662333352491260e+00,4.174326393647844261e-03
7.397839333279989660e+00,4.177646968117214137e-03
