Time [s],Voltage [V]
0.000000000000000000e+00,2.591341890764962269e-03
9.742500004358589649e-02,2.600621303414193085e-03
1.977720001013949513e-01,2.608314228091340985e-03
2.979476667242124677e-01,2.615727758708535217e-03
3.978356666630133986e-01,2.622923984985565862e-03
4.978196666343137622e-01,2.629997361384981205e-03
5.978166667046025395e-01,2.636941206138526672e-03
6.977003334322944283e-01,2.643734654920917426e-03
7.971623333869501948e-01,2.650362037594122550e-03
8.973896667594090104e-01,2.656932534896385301e-03
9.976663333363831043e-01,2.663388039930006824e-03
1.097682000021450222e+00,2.669708754997544321e-03
1.198050000006332994e+00,2.675933561266496952e-03
1.298250333406031132e+00,2.682069012282043037e-03
1.397873666719533503e+00,2.688067622064390164e-03
1.497334000072441995e+00,2.693955448084192628e-03
1.597978333360515535e+00,2.699811231951719862e-03
1.697380666737444699e+00,2.705532443106256624e-03
1.797478666645474732e+00,2.711207730839912660e-03
1.897849333356134593e+00,2.716811862223575055e-03
1.997838666778989136e+00,2.722309053523576210e-03
2.097370666684582829e+00,2.727723701198656904e-03
2.197368000051937997e+00,2.733089185265742162e-03
2.298217000090517104e+00,2.738424758236601263e-03
2.397411333397030830e+00,2.743599020470360861e-03
2.498203666764311492e+00,2.748795083500368570e-03
2.598013666691258550e+00,2.753874925079001588e-03
2.698207000037655234e+00,2.758910469671234898e-03
2.797694666776806116e+00,2.763849114496863026e-03
2.897851999965496361e+00,2.768761485892004374e-03
2.997827666695229709e+00,2.773607044455274079e-03
3.097718999953940511e+00,2.778392625168745519e-03
3.197617333382368088e+00,2.783124552856196688e-03
3.297785333357751369e+00,2.787816938110721735e-03
3.397405333467759192e+00,2.792433573543669570e-03
3.497537999995984137e+00,2.797025529076463922e-03
3.597393666626885533e+00,2.801557959943583049e-03
3.698073333362117410e+00,2.806075829310133041e-03
3.797855333425104618e+00,2.810507860500121094e-03
3.897734666708856821e+00,2.814900321357261502e-03
3.997570333303883672e+00,2.819248496445452348e-03
4.098227333277463913e+00,2.823591106833934355e-03
4.197286000009626150e+00,2.827825747650941114e-03
4.297982333344407380e+00,2.832092269654534408e-03
4.397996333427727222e+00,2.836292657817464802e-03
4.498191333375871181e+00,2.840456224605943537e-03
4.597390000009909272e+00,2.844541945182683332e-03
4.697824000031687319e+00,2.848642745082560074e-03
4.797649666666984558e+00,2.852684147261286794e-03
4.897453000070527196e+00,2.856691337891529604e-03
4.997456333367154002e+00,2.860674291547241760e-03
5.097924333298578858e+00,2.864644375369681476e-03
5.197811333346180618e+00,2.868560755777315764e-03
5.297344000078737736e+00,2.872426842701174439e-03
5.397532999981194735e+00,2.876287730189669087e-03
5.497275999980047345e+00,2.880101653876183162e-03
5.597547000041231513e+00,2.883906638781852817e-03
5.698037000023759902e+00,2.887691457375017156e-03
5.797710000071674585e+00,2.891418158528414988e-03
5.897660666727460921e+00,2.895128706888503746e-03
5.997891333303414285e+00,2.898823340204296616e-03
6.097685666638426483e+00,2.902472956022465311e-03
6.197772000101394951e+00,2.906107553906322506e-03
6.297926333383657038e+00,2.909719509005648241e-03
6.398106000036932528e+00,2.913307897171393129e-03
6.497750333277508616e+00,2.916853465814197612e-03
6.598126666736789048e+00,2.920401888856856594e-03
6.698047999991104007e+00,2.923911755301715227e-03
6.797535666730254889e+00,2.927384186682703039e-03
6.897502333391457796e+00,2.930847732693453098e-03
6.997761666774749756e+00,2.934299073820918584e-03
7.098178666667081416e+00,2.937733871889263142e-03
7.197667666710913181e+00,2.941115696482503837e-03
7.297454666695557535e+00,2.944486875553923699e-03
7.397794333402998745e+00,2.947856203036130010e-03
7.497821999946609139e+00,2.951195026824874126e-03
7.597439666744321585e+00,2.954500745010752404e-03
7.697779666632413864e+00,2.957811298291258308e-03
7.797820999985560775e+00,2.961093335666257088e-03
7.898026333423331380e+00,2.964362531191016420e-03
7.997551333275623620e+00,2.967591931314629040e-03
8.097491666674613953e+00,2.970817612072975365e-03
8.198181666783057153e+00,2.974050522969148673e-03
8.298150333343073726e+00,2.977243884243016558e-03
8.397311666747555137e+00,2.980395277192255526e-03
8.497751999995671213e+00,2.983569098283712483e-03
8.597783999983221292e+00,2.986714355634073961e-03
8.697755666682496667e+00,2.989842512658750454e-03
8.797389333369210362e+00,2.992945379951044912e-03
8.897457666695117950e+00,2.996047409231460297e-03
8.998080333345569670e+00,2.999152511804721588e-03
9.098063333425670862e+00,3.002224273162151270e-03
9.197262333356775343e+00,3.005258954153671239e-03
9.297635333379730582e+00,3.008316787802281771e-03
9.397448666626587510e+00,3.011345251017909491e-03
