Time [s],Voltage [V]
0.000000000000000000e+00,2.360303691237231744e-03
9.733499994035810232e-02,2.369405354144296996e-03
1.976023331517353654e-01,2.377045301022324194e-03
2.973803333006799221e-01,2.384385558996402702e-03
3.975839999038726091e-01,2.391560960357273780e-03
4.975529999937862158e-01,2.398588912856057780e-03
5.976703332271426916e-01,2.405496503745586066e-03
6.973926665959879756e-01,2.412234315290401505e-03
7.975209999131038785e-01,2.418860771449986465e-03
8.976403332781046629e-01,2.425378690854099791e-03
9.977636665571480989e-01,2.431778620924651864e-03
1.097448999877087772e+00,2.438033076565569029e-03
1.197388666565530002e+00,2.444186244124329360e-03
1.297533666598610580e+00,2.450273219047672570e-03
1.397502999869175255e+00,2.456247366622700892e-03
1.497938666609115899e+00,2.462146606583586871e-03
1.597647333284839988e+00,2.467902176261845080e-03
1.697710666572675109e+00,2.473615388468730896e-03
1.797594999894499779e+00,2.479232293924849787e-03
1.897560666548088193e+00,2.484767658497982409e-03
1.997361999819986522e+00,2.490208895234997943e-03
2.097411999828182161e+00,2.495605627826397339e-03
2.197355666547082365e+00,2.500921917996374796e-03
2.297706666635349393e+00,2.506184751257422866e-03
2.397358333226293325e+00,2.511336934633319386e-03
2.497601666604168713e+00,2.516458380597047864e-03
2.597282999893650413e+00,2.521485792898047092e-03
2.697508333250880241e+00,2.526476799131607397e-03
2.797528999857604504e+00,2.531395645579088971e-03
2.897730666561983526e+00,2.536263647313076377e-03
2.997721999883651733e+00,2.541063482677067241e-03
3.097671666531823575e+00,2.545805361201574236e-03
3.197531333309598267e+00,2.550488989402717802e-03
3.297642333200201392e+00,2.555132141690983488e-03
3.397642333176918328e+00,2.559719798774266579e-03
3.497653666534461081e+00,2.564259543998543851e-03
3.597392999916337430e+00,2.568740048547041733e-03
3.697469333186745644e+00,2.573184329149259125e-03
3.797402333235368133e+00,2.577576723124882715e-03
3.897569999913685024e+00,2.581935318733746473e-03
3.997530333232134581e+00,2.586242397942476595e-03
4.097314333193935454e+00,2.590501067268514371e-03
4.197395666502416134e+00,2.594732999391593988e-03
4.297717666602693498e+00,2.598937020912770162e-03
4.397672666586004198e+00,2.603088247474805769e-03
4.497666999930515885e+00,2.607197035040083148e-03
4.597650999901816249e+00,2.611268571095263884e-03
4.697679999982938170e+00,2.615306232246095153e-03
4.797585666528902948e+00,2.619304405936323434e-03
4.897622999851591885e+00,2.623274434868391389e-03
4.997557333204895258e+00,2.627208132487010746e-03
5.097479333169758320e+00,2.631110263421300270e-03
5.197381333215162158e+00,2.634980659117539502e-03
5.297369666513986886e+00,2.638817975107372350e-03
