Time [s],Voltage [V]
0.000000000000000000e+00,2.360504321331557097e-03
9.748333331663161516e-02,2.369187084987288937e-03
1.974193332716822624e-01,2.377015488955269186e-03
2.979836665326729417e-01,2.384644942684030228e-03
3.977373333182185888e-01,2.392016202104252885e-03
4.978133331751450896e-01,2.399281675300830950e-03
5.976863332325592637e-01,2.406401945883528473e-03
6.973326666047796607e-01,2.413364205479497007e-03
7.976053332677111030e-01,2.420231291692185715e-03
8.975299998419359326e-01,2.426966628339558354e-03
9.977086666040122509e-01,2.433601239689349612e-03
1.097925333306193352e+00,2.440120102725248496e-03
1.197521666530519724e+00,2.446481423126084000e-03
1.297789333271794021e+00,2.452807084577024628e-03
1.397382999886758626e+00,2.458988872109684441e-03
1.497607666533440351e+00,2.465107741354089464e-03
1.597589666605927050e+00,2.471109894536447065e-03
1.697599666542373598e+00,2.477051414291150076e-03
1.797554999822750688e+00,2.482903694916352173e-03
1.897390666534192860e+00,2.488663155592412985e-03
1.997322999872267246e+00,2.494342504167639581e-03
2.097651333315297961e+00,2.499986522759882739e-03
2.197703999932855368e+00,2.505540260039599339e-03
2.297912666574120522e+00,2.511027811186147644e-03
2.397403666633181274e+00,2.516402122094396707e-03
2.497549333260394633e+00,2.521750852621770182e-03
2.597684333333745599e+00,2.527033368772612851e-03
2.697603999869897962e+00,2.532240917472513599e-03
2.797435999964363873e+00,2.537382266134919143e-03
2.897601666627451777e+00,2.542481225023037177e-03
2.997565666562877595e+00,2.547512075455967036e-03
3.097784333280287683e+00,2.552499636996614484e-03
3.197781666647642851e+00,2.557422087583735570e-03
3.297473666607402265e+00,2.562277601481358601e-03
3.397540999925695360e+00,2.567101165210615172e-03
3.497700333246029913e+00,2.571880665432546217e-03
3.597459333250299096e+00,2.576594495499655822e-03
3.697459666640497744e+00,2.581268286152826538e-03
3.797529333271086216e+00,2.585899791787382631e-03
3.897490333300083876e+00,2.590482330450498416e-03
3.997748666559346020e+00,2.595035926870598812e-03
4.097855999949388206e+00,2.599541661027501317e-03
4.197479666559956968e+00,2.603986471009274960e-03
4.297421333263628185e+00,2.608407745551404987e-03
4.397588999941945076e+00,2.612802187960013879e-03
4.497525999904610217e+00,2.617142119692940708e-03
4.597855666652321815e+00,2.621462173561885101e-03
4.697544333175756037e+00,2.625719114726174190e-03
4.797421999857760966e+00,2.629949763427352500e-03
4.897621666546911001e+00,2.634160631163675551e-03
4.997558999923057854e+00,2.638328271850205655e-03
5.097475666669197381e+00,2.642464038846884661e-03
5.197670666617341340e+00,2.646580851343607963e-03
5.297545666573569179e+00,2.650647822540931967e-03
5.397693999926559627e+00,2.654695300762952188e-03
5.497383666574023664e+00,2.658694599216180222e-03
5.597824999829754233e+00,2.662694963335631923e-03
5.697455999907106161e+00,2.666635020009735287e-03
5.797542666550725698e+00,2.670565800713397241e-03
5.897846666630357504e+00,2.674478489542727634e-03
5.997738333302550018e+00,2.678349111277853693e-03
6.097460666554979980e+00,2.682184302035404717e-03
6.197856999933719635e+00,2.686019708018798531e-03
6.297663333243690431e+00,2.689807653891874029e-03
6.397829666617326438e+00,2.693584928729577353e-03
6.497758666635490954e+00,2.697329607834053102e-03
6.597431999864056706e+00,2.701041820886010587e-03
6.697760333190672100e+00,2.704755994590646914e-03
6.797644999925978482e+00,2.708431630969080663e-03
6.897514999960549176e+00,2.712081114833701009e-03
6.997726999921724200e+00,2.715720885040369577e-03
7.097531666629947722e+00,2.719324201087967852e-03
7.197463333257474005e+00,2.722910899741734069e-03
7.297861333237960935e+00,2.726493428920769534e-03
7.397357999929226935e+00,2.730023573712380379e-03
7.497787999920547009e+00,2.733566875781295782e-03
7.597544333199039102e+00,2.737067014671485960e-03
7.697461333242245018e+00,2.740553868229789886e-03
7.797405666671693325e+00,2.744023184006480574e-03
7.897395666572265327e+00,2.747476032829710736e-03
7.997729333350434899e+00,2.750923057459583702e-03
8.097428666544146836e+00,2.754331188718046886e-03
8.197280666674487293e+00,2.757727906617798812e-03
8.297567666624672711e+00,2.761123124846758675e-03
8.397443999885581434e+00,2.764488306548288764e-03
8.497483333223499358e+00,2.767840773456464818e-03
8.597424666630104184e+00,2.771174447513419931e-03
8.697320999926887453e+00,2.774491539350842223e-03
8.797573333256877959e+00,2.777805705679349535e-03
8.897505666594952345e+00,2.781095001800072165e-03
8.997755999909713864e+00,2.784380840464905065e-03
9.097382999956607819e+00,2.787632840098422209e-03
9.197448333259671926e+00,2.790886102679534381e-03
9.297456333297304809e+00,2.794124849036691907e-03
9.397815333213657141e+00,2.797362660426135940e-03
9.497757333214394748e+00,2.800575182746209250e-03
9.597786666592583060e+00,2.803779096674550476e-03
9.697577333310618997e+00,2.806964395254197761e-03
9.797395666595548391e+00,2.810140022939688377e-03
9.897571333218365908e+00,2.813316817455162756e-03
9.997540666605345905e+00,2.816475433884615878e-03
1.009752566658426076e+01,2.819613529776525927e-03
1.019782199990004301e+01,2.822749976771167253e-03
1.029808266658801585e+01,2.825874147576694709e-03
1.039785933331586421e+01,2.828972427467380847e-03
1.049769833323080093e+01,2.832062117863447075e-03
1.059754399990197271e+01,2.835141753019546681e-03
1.069771533319726586e+01,2.838221390400509810e-03
1.079738566663581878e+01,2.841275909360378542e-03
1.089744833332952112e+01,2.844332971984186043e-03
1.099748833326157182e+01,2.847380116067628215e-03
1.109756866656243801e+01,2.850419527828591468e-03
1.119758033321704715e+01,2.853448170227505451e-03
1.129743966658134013e+01,2.856463806949027621e-03
1.139773566660005599e+01,2.859484459563299986e-03
1.149738633329980075e+01,2.862477834527369074e-03
1.159753433323930949e+01,2.865476907512482310e-03
1.169747666665352881e+01,2.868454064579068104e-03
1.179776199988555163e+01,2.871432545336803643e-03
1.189760799985378981e+01,2.874389291694913213e-03
1.199736166652292013e+01,2.877334812450186175e-03
1.209785266662947834e+01,2.880293689022751964e-03
1.219763133325614035e+01,2.883223398423524937e-03
1.229755033319815993e+01,2.886149211401368812e-03
1.239787499990779907e+01,2.889078996894707627e-03
1.249763133330270648e+01,2.891984494561598059e-03
1.259773833327926695e+01,2.894892661041145905e-03
1.269726899988017976e+01,2.897776755077299642e-03
1.279766766657121480e+01,2.900678761922381374e-03
1.289744299987796694e+01,2.903555712548059123e-03
1.299774366652127355e+01,2.906440903689939872e-03
1.309751799982041121e+01,2.909304247975261562e-03
1.319738233322277665e+01,2.912162546043131107e-03
1.329743266664445400e+01,2.915014990761389656e-03
1.339781766652595252e+01,2.917869661769541961e-03
1.349743399990256876e+01,2.920695334001533524e-03
1.359763699991162866e+01,2.923530575696419494e-03
1.369737666659057140e+01,2.926345767327374284e-03
1.379759299987927079e+01,2.929167543328414260e-03
1.389750366657972336e+01,2.931973961710665575e-03
1.399754566652700305e+01,2.934777418928637832e-03
1.409740299999248236e+01,2.937569168533835443e-03
1.419764299993403256e+01,2.940365156268794251e-03
1.429745533317327499e+01,2.943142887410903161e-03
1.439765899989288300e+01,2.945925261821666190e-03
1.449735799990594387e+01,2.948687513918967461e-03
1.459763133327942342e+01,2.951459636006926839e-03
1.469764466653577983e+01,2.954218637831106282e-03
1.479750733321998268e+01,2.956967221610773584e-03
1.489761866652406752e+01,2.959715188307074710e-03
1.499758399988058954e+01,2.962453051696570076e-03
1.509739266661927104e+01,2.965180603806435392e-03
1.519767533324193209e+01,2.967915105678438446e-03
1.529741366661619395e+01,2.970628848650835700e-03
1.539755033317487687e+01,2.973347545653016143e-03
1.549761399999260902e+01,2.976058420824062405e-03
1.559747999988030642e+01,2.978758167901314133e-03
1.569736366660799831e+01,2.981452669340926755e-03
1.579755100002512336e+01,2.984149656724321802e-03
1.589748999988660216e+01,2.986834307853814766e-03
1.599767999991308898e+01,2.989520076434241599e-03
1.609760166658088565e+01,2.992193080682191159e-03
1.619751999992877245e+01,2.994860468843762655e-03
1.629781766654923558e+01,2.997532460130863767e-03
1.639771666657179594e+01,3.000188451202119057e-03
1.649736566655337811e+01,3.002832680080731297e-03
1.659732766658999026e+01,3.005479902540819561e-03
1.669763699988834560e+01,3.008131010765070952e-03
1.679774333327077329e+01,3.010771482524573009e-03
1.689791966660413891e+01,3.013408561824084189e-03
1.699752933322452009e+01,3.016025558529241389e-03
1.709745233331341296e+01,3.018645641524922516e-03
1.719754266657400876e+01,3.021264973320546190e-03
1.729758999997284263e+01,3.023878066478807077e-03
1.739737799984868616e+01,3.026479318688455721e-03
1.749768633325584233e+01,3.029089057752938716e-03
1.759784366656094790e+01,3.031689811430982040e-03
1.769756399991456419e+01,3.034274218046429002e-03
1.779739299986977130e+01,3.036856462860637942e-03
1.789735199988353997e+01,3.039437097148474029e-03
1.799771333322860301e+01,3.042023431307560449e-03
1.809762866655364633e+01,3.044594197052813596e-03
1.819754899991676211e+01,3.047160420289790964e-03
1.829761666664853692e+01,3.049725782224234263e-03
