Time [s],Voltage [V]
0.000000000000000000e+00,4.435451722733064345e-03
9.731466672383248806e-02,4.446913297074730521e-03
1.974153332412242889e-01,4.454007278236726472e-03
2.976046666735783219e-01,4.461361868255594651e-03
3.976949999341741204e-01,4.468488820824705575e-03
4.974893332691863179e-01,4.475470599414289527e-03
5.980879999697208405e-01,4.482418002585999289e-03
6.975179999135434628e-01,4.489073592815979140e-03
7.974173333495855331e-01,4.495716954517281483e-03
8.978473333409056067e-01,4.502253879454962311e-03
9.981693333247676492e-01,4.508675079756678007e-03
1.097432999988086522e+00,4.514922646125920334e-03
1.197840000037103891e+00,4.521141150733701784e-03
1.297808666597120464e+00,4.527228005243627042e-03
1.397890333319082856e+00,4.533217289004637038e-03
1.497860333416610956e+00,4.539134419169052991e-03
1.597541666706092656e+00,4.544950676201139211e-03
1.697931666742078960e+00,4.550722792349154271e-03
1.797957666683942080e+00,4.556388652315172122e-03
1.897832333343103528e+00,4.561960961048246513e-03
1.997491999994963408e+00,4.567436633482980721e-03
2.098041333258152008e+00,4.572894949426519265e-03
2.197829666663892567e+00,4.578249781599774866e-03
2.298106666654348373e+00,4.583555393406234246e-03
2.397732666693627834e+00,4.588751668540937308e-03
2.497731666662730277e+00,4.593892330131011531e-03
2.597788666607812047e+00,4.598960699214545665e-03
2.698169666691683233e+00,4.604003958573548404e-03
2.797703999909572303e+00,4.608950337571882452e-03
2.897737999912351370e+00,4.613859518205409675e-03
2.997779999976046383e+00,4.618706899269940831e-03
3.097732666763477027e+00,4.623487840449491161e-03
3.198114333325065672e+00,4.628227530982435486e-03
3.297963000019080937e+00,4.632909480379735281e-03
3.397784999920986593e+00,4.637537102862287867e-03
3.498234333354048431e+00,4.642140237009209462e-03
3.597482333309017122e+00,4.646635541187770467e-03
3.697585666668601334e+00,4.651116445577804966e-03
3.797572999959811568e+00,4.655544607738838596e-03
3.897634333348833025e+00,4.659944217663265081e-03
3.998326000059023499e+00,4.664325265844604558e-03
4.097479999996721745e+00,4.668594046557959613e-03
4.197268999996595085e+00,4.672844716711919630e-03
4.297672000015154481e+00,4.677075525832985817e-03
4.397564333281479776e+00,4.681244525076675052e-03
4.498121000011451542e+00,4.685405307709131738e-03
4.597878333413973451e+00,4.689493824237254277e-03
4.697418666677549481e+00,4.693535435400092264e-03
4.798216666677035391e+00,4.697590331463448454e-03
4.897969333338551223e+00,4.701566652868985341e-03
4.997665333328768611e+00,4.705505313302187596e-03
5.097620666609145701e+00,4.709419589158460144e-03
5.197930666734464467e+00,4.713313802095294922e-03
5.298041000030934811e+00,4.717167261322851787e-03
5.397896000067703426e+00,4.720978952293267486e-03
5.497882000054232776e+00,4.724764584965193692e-03
5.597810666658915579e+00,4.728518329562858905e-03
5.698120999964885414e+00,4.732257150329556225e-03
5.798009000020101666e+00,4.735951996177120357e-03
5.897917666705325246e+00,4.739620338396884243e-03
5.997383333276957273e+00,4.743246231257705267e-03
6.097604000009596348e+00,4.746874138271119266e-03
6.197994666639715433e+00,4.750483451759429133e-03
6.297392999986186624e+00,4.754033595468841293e-03
6.398012000019662082e+00,4.757604451523000759e-03
6.497983000008389354e+00,4.761130426100307518e-03
6.597535666660405695e+00,4.764620879013020151e-03
6.697487333323806524e+00,4.768099579328153627e-03
6.798008000012487173e+00,4.771568032271990972e-03
6.897629000013694167e+00,4.774983470964571167e-03
6.998004000051878393e+00,4.778403258637888527e-03
7.097653000033460557e+00,4.781777576495204081e-03
7.197839333326555789e+00,4.785149880348237711e-03
7.297850666684098542e+00,4.788496700310033646e-03
7.398221333278343081e+00,4.791836484728139410e-03
7.497532000066712499e+00,4.795122815922029345e-03
7.598003000020980835e+00,4.798429759577671483e-03
7.697973666712641716e+00,4.801703098001214830e-03
7.797984333359636366e+00,4.804961259318473767e-03
7.897818333352915943e+00,4.808197833610466411e-03
7.998233666643500328e+00,4.811437919136909817e-03
8.097891333396546543e+00,4.814638965637372571e-03
8.198383666691370308e+00,4.817843841202355641e-03
8.298097333288751543e+00,4.821002760711245311e-03
8.397782000014558434e+00,4.824144931733807123e-03
